row,obs,id,task,alt,choice,none,brand_1,brand_2,ftlabel,cocoa_low,cocoa_high,price,female,age_26
1254,418,83,12,3,0,1,0,0,0,0,0,0,0,0
1255,419,83,13,1,0,0,-1,-1,1,0,1,1.19,0,0
1256,419,83,13,2,0,0,1,0,-1,-1,-1,1.49,0,0
1257,419,83,13,3,1,1,0,0,0,0,0,0,0,0
1258,420,83,14,1,1,0,-1,-1,1,1,0,0.89,0,0
1259,420,83,14,2,0,0,1,0,1,0,1,0.99,0,0
1260,420,83,14,3,0,1,0,0,0,0,0,0,0,0
1261,421,88,1,1,0,0,-1,-1,1,0,1,0.89,1,0
1262,421,88,1,2,1,0,1,0,-1,0,1,0.99,1,0
1263,421,88,1,3,0,1,0,0,0,0,0,0,1,0
1264,422,88,2,1,1,0,-1,-1,1,-1,-1,1.49,1,0
1265,422,88,2,2,0,0,0,1,-1,-1,-1,1.19,1,0
1266,422,88,2,3,0,1,0,0,0,0,0,0,1,0
1267,423,88,3,1,0,0,0,1,-1,1,0,1.99,1,0
1268,423,88,3,2,1,0,-1,-1,1,1,0,0.99,1,0
1269,423,88,3,3,0,1,0,0,0,0,0,0,1,0
1270,424,88,4,1,1,0,0,1,1,-1,-1,0.89,1,0
1271,424,88,4,2,0,0,1,0,-1,1,0,1.49,1,0
1272,424,88,4,3,0,1,0,0,0,0,0,0,1,0
1273,425,88,5,1,0,0,-1,-1,1,1,0,1.19,1,0
1274,425,88,5,2,1,0,0,1,1,0,1,0.89,1,0
1275,425,88,5,3,0,1,0,0,0,0,0,0,1,0
1276,426,88,6,1,1,0,-1,-1,-1,-1,-1,1.49,1,0
1277,426,88,6,2,0,0,1,0,1,1,0,1.19,1,0
1278,426,88,6,3,0,1,0,0,0,0,0,0,1,0
1279,427,88,7,1,0,0,0,1,1,-1,-1,0.99,1,0
1280,427,88,7,2,1,0,1,0,1,-1,-1,1.19,1,0
1281,427,88,7,3,0,1,0,0,0,0,0,0,1,0
1282,428,88,8,1,1,0,0,1,-1,0,1,1.49,1,0
1283,428,88,8,2,0,0,1,0,-1,1,0,0.89,1,0
1284,428,88,8,3,0,1,0,0,0,0,0,0,1,0
1285,429,88,9,1,1,0,0,1,-1,0,1,1.19,1,0
1286,429,88,9,2,0,0,1,0,1,0,1,1.99,1,0
1287,429,88,9,3,0,1,0,0,0,0,0,0,1,0
1288,430,88,10,1,1,0,-1,-1,1,0,1,1.99,1,0
1289,430,88,10,2,0,0,0,1,1,1,0,1.49,1,0
1290,430,88,10,3,0,1,0,0,0,0,0,0,1,0
1291,431,88,11,1,0,0,-1,-1,-1,1,0,0.89,1,0
1292,431,88,11,2,1,0,1,0,1,0,1,1.49,1,0
1293,431,88,11,3,0,1,0,0,0,0,0,0,1,0
1294,432,88,12,1,0,0,-1,-1,-1,-1,-1,0.99,1,0
1295,432,88,12,2,1,0,1,0,-1,-1,-1,1.99,1,0
1296,432,88,12,3,0,1,0,0,0,0,0,0,1,0
1297,433,88,13,1,0,0,0,1,-1,1,0,1.99,1,0
1298,433,88,13,2,1,0,1,0,-1,-1,-1,0.89,1,0
1299,433,88,13,3,0,1,0,0,0,0,0,0,1,0
1300,434,88,14,1,1,0,-1,-1,-1,0,1,1.19,1,0
1301,434,88,14,2,0,0,0,1,1,1,0,0.99,1,0
1302,434,88,14,3,0,1,0,0,0,0,0,0,1,0
1303,435,89,1,1,0,0,1,0,-1,0,1,1.99,0,0
1304,435,89,1,2,1,0,-1,-1,1,1,0,0.99,0,0
1305,435,89,1,3,0,1,0,0,0,0,0,0,0,0
1306,436,89,2,1,0,0,1,0,-1,0,1,0.89,0,0
1307,436,89,2,2,0,0,0,1,1,1,0,1.49,0,0
1308,436,89,2,3,1,1,0,0,0,0,0,0,0,0
1309,437,89,3,1,0,0,0,1,-1,0,1,0.99,0,0
1310,437,89,3,2,1,0,1,0,1,1,0,1.99,0,0
1311,437,89,3,3,0,1,0,0,0,0,0,0,0,0
1312,438,89,4,1,0,0,-1,-1,-1,-1,-1,1.49,0,0
1313,438,89,4,2,0,0,0,1,1,-1,-1,1.99,0,0
1314,438,89,4,3,1,1,0,0,0,0,0,0,0,0
1315,439,89,5,1,0,0,-1,-1,1,0,1,0.99,0,0
1316,439,89,5,2,0,0,0,1,1,0,1,1.49,0,0
1317,439,89,5,3,1,1,0,0,0,0,0,0,0,0
1318,440,89,6,1,0,0,-1,-1,1,0,1,1.19,0,0
1319,440,89,6,2,0,0,0,1,-1,0,1,1.99,0,0
1320,440,89,6,3,1,1,0,0,0,0,0,0,0,0
1321,441,89,7,1,1,0,-1,-1,1,1,0,0.89,0,0
1322,441,89,7,2,0,0,1,0,1,-1,-1,1.19,0,0
1323,441,89,7,3,0,1,0,0,0,0,0,0,0,0
1324,442,89,8,1,0,0,0,1,-1,-1,-1,0.89,0,0
1325,442,89,8,2,0,0,-1,-1,-1,1,0,1.49,0,0
1326,442,89,8,3,1,1,0,0,0,0,0,0,0,0
1327,443,89,9,1,0,0,1,0,-1,-1,-1,1.19,0,0
1328,443,89,9,2,0,0,-1,-1,-1,-1,-1,0.89,0,0
1329,443,89,9,3,1,1,0,0,0,0,0,0,0,0
1330,444,89,10,1,0,0,1,0,-1,0,1,1.49,0,0
1331,444,89,10,2,0,0,-1,-1,1,0,1,1.19,0,0
1332,444,89,10,3,1,1,0,0,0,0,0,0,0,0
1333,445,89,11,1,0,0,0,1,-1,1,0,1.19,0,0
1334,445,89,11,2,1,0,1,0,-1,1,0,0.99,0,0
1335,445,89,11,3,0,1,0,0,0,0,0,0,0,0
1336,446,89,12,1,0,0,0,1,-1,1,0,1.19,0,0
1337,446,89,12,2,1,0,1,0,1,-1,-1,1.49,0,0
1338,446,89,12,3,0,1,0,0,0,0,0,0,0,0
1339,447,89,13,1,0,0,0,1,1,0,1,0.89,0,0
1340,447,89,13,2,0,0,-1,-1,-1,-1,-1,1.99,0,0
1341,447,89,13,3,1,1,0,0,0,0,0,0,0,0
1342,448,89,14,1,1,0,1,0,1,1,0,0.89,0,0
1343,448,89,14,2,0,0,0,1,1,-1,-1,0.99,0,0
1344,448,89,14,3,0,1,0,0,0,0,0,0,0,0
1345,449,91,1,1,1,0,1,0,-1,1,0,0.89,1,0
1346,449,91,1,2,0,0,0,1,1,-1,-1,1.49,1,0
1347,449,91,1,3,0,1,0,0,0,0,0,0,1,0
1348,450,91,2,1,1,0,0,1,-1,-1,-1,1.19,1,0
1349,450,91,2,2,0,0,-1,-1,-1,-1,-1,0.89,1,0
1350,450,91,2,3,0,1,0,0,0,0,0,0,1,0
1351,451,91,3,1,0,0,1,0,1,-1,-1,1.19,1,0
1352,451,91,3,2,1,0,-1,-1,1,1,0,0.89,1,0
1353,451,91,3,3,0,1,0,0,0,0,0,0,1,0
1354,452,91,4,1,1,0,0,1,-1,0,1,0.89,1,0
1355,452,91,4,2,0,0,-1,-1,-1,0,1,1.49,1,0
1356,452,91,4,3,0,1,0,0,0,0,0,0,1,0
1357,453,91,5,1,1,0,1,0,1,1,0,1.49,1,0
1358,453,91,5,2,0,0,0,1,1,1,0,1.19,1,0
1359,453,91,5,3,0,1,0,0,0,0,0,0,1,0
1360,454,91,6,1,0,0,-1,-1,-1,0,1,1.49,1,0
1361,454,91,6,2,1,0,0,1,1,0,1,0.99,1,0
1362,454,91,6,3,0,1,0,0,0,0,0,0,1,0
1363,455,91,7,1,1,0,-1,-1,-1,-1,-1,1.99,1,0
1364,455,91,7,2,0,0,0,1,1,0,1,0.89,1,0
1365,455,91,7,3,0,1,0,0,0,0,0,0,1,0
1366,456,91,8,1,0,0,1,0,-1,0,1,1.99,1,0
1367,456,91,8,2,1,0,-1,-1,1,1,0,1.19,1,0
1368,456,91,8,3,0,1,0,0,0,0,0,0,1,0
1369,457,91,9,1,0,0,1,0,1,0,1,1.99,1,0
1370,457,91,9,2,1,0,0,1,-1,1,0,1.49,1,0
1371,457,91,9,3,0,1,0,0,0,0,0,0,1,0
1372,458,91,10,1,0,0,1,0,1,-1,-1,0.89,1,0
1373,458,91,10,2,1,0,-1,-1,1,1,0,1.99,1,0
1374,458,91,10,3,0,1,0,0,0,0,0,0,1,0
1375,459,91,11,1,0,0,-1,-1,1,0,1,0.99,1,0
1376,459,91,11,2,0,0,1,0,-1,0,1,1.19,1,0
1377,459,91,11,3,1,1,0,0,0,0,0,0,1,0
1378,460,91,12,1,0,0,-1,-1,-1,-1,-1,0.99,1,0
1379,460,91,12,2,1,0,1,0,1,-1,-1,1.49,1,0
1380,460,91,12,3,0,1,0,0,0,0,0,0,1,0
1381,461,91,13,1,1,0,1,0,-1,1,0,0.99,1,0
1382,461,91,13,2,0,0,0,1,1,-1,-1,1.99,1,0
1383,461,91,13,3,0,1,0,0,0,0,0,0,1,0
1384,462,91,14,1,0,0,1,0,-1,-1,-1,0.99,1,0
1385,462,91,14,2,1,0,0,1,-1,1,0,1.99,1,0
1386,462,91,14,3,0,1,0,0,0,0,0,0,1,0
1387,463,93,1,1,0,0,0,1,1,0,1,1.99,0,0
1388,463,93,1,2,1,0,-1,-1,-1,1,0,0.99,0,0
1389,463,93,1,3,0,1,0,0,0,0,0,0,0,0
1390,464,93,2,1,0,0,-1,-1,1,-1,-1,1.19,0,0
1391,464,93,2,2,1,0,1,0,-1,-1,-1,0.89,0,0
1392,464,93,2,3,0,1,0,0,0,0,0,0,0,0
1393,465,93,3,1,1,0,1,0,1,1,0,1.49,0,0
1394,465,93,3,2,0,0,0,1,1,0,1,0.99,0,0
1395,465,93,3,3,0,1,0,0,0,0,0,0,0,0
1396,466,93,4,1,1,0,1,0,-1,1,0,0.89,0,0
1397,466,93,4,2,0,0,0,1,1,1,0,1.19,0,0
1398,466,93,4,3,0,1,0,0,0,0,0,0,0,0
1399,467,93,5,1,0,0,1,0,1,0,1,0.99,0,0
1400,467,93,5,2,1,0,-1,-1,1,0,1,0.89,0,0
1401,467,93,5,3,0,1,0,0,0,0,0,0,0,0
1402,468,93,6,1,0,0,1,0,1,-1,-1,1.99,0,0
1403,468,93,6,2,1,0,-1,-1,-1,-1,-1,1.19,0,0
1404,468,93,6,3,0,1,0,0,0,0,0,0,0,0
1405,469,93,7,1,1,0,0,1,1,1,0,1.19,0,0
1406,469,93,7,2,0,0,-1,-1,-1,0,1,1.49,0,0
1407,469,93,7,3,0,1,0,0,0,0,0,0,0,0
1408,470,93,8,1,0,0,1,0,1,-1,-1,0.99,0,0
1409,470,93,8,2,1,0,-1,-1,1,-1,-1,0.89,0,0
1410,470,93,8,3,0,1,0,0,0,0,0,0,0,0
1411,471,93,9,1,0,0,1,0,-1,1,0,1.99,0,0
1412,471,93,9,2,1,0,0,1,-1,-1,-1,1.49,0,0
1413,471,93,9,3,0,1,0,0,0,0,0,0,0,0
1414,472,93,10,1,1,0,0,1,-1,1,0,0.99,0,0
1415,472,93,10,2,0,0,1,0,-1,0,1,1.19,0,0
1416,472,93,10,3,0,1,0,0,0,0,0,0,0,0
1417,473,93,11,1,1,0,-1,-1,1,1,0,1.49,0,0
1418,473,93,11,2,0,0,0,1,-1,-1,-1,1.99,0,0
1419,473,93,11,3,0,1,0,0,0,0,0,0,0,0
1420,474,93,12,1,1,0,0,1,1,0,1,0.89,0,0
1421,474,93,12,2,0,0,1,0,-1,0,1,1.19,0,0
1422,474,93,12,3,0,1,0,0,0,0,0,0,0,0
1423,475,93,13,1,1,0,0,1,-1,1,0,0.89,0,0
1424,475,93,13,2,0,0,-1,-1,-1,0,1,1.99,0,0
1425,475,93,13,3,0,1,0,0,0,0,0,0,0,0
1426,476,93,14,1,1,0,-1,-1,1,1,0,1.99,0,0
1427,476,93,14,2,0,0,0,1,-1,-1,-1,1.49,0,0
1428,476,93,14,3,0,1,0,0,0,0,0,0,0,0
1429,477,94,1,1,0,0,1,0,1,1,0,0.89,0,1
1430,477,94,1,2,0,0,-1,-1,-1,0,1,1.49,0,1
1431,477,94,1,3,1,1,0,0,0,0,0,0,0,1
1432,478,94,2,1,0,0,-1,-1,1,0,1,0.89,0,1
1433,478,94,2,2,1,0,1,0,1,0,1,1.49,0,1
1434,478,94,2,3,0,1,0,0,0,0,0,0,0,1
1435,479,94,3,1,0,0,1,0,-1,1,0,0.99,0,1
1436,479,94,3,2,1,0,-1,-1,1,-1,-1,1.19,0,1
1437,479,94,3,3,0,1,0,0,0,0,0,0,0,1
1438,480,94,4,1,0,0,0,1,1,0,1,0.89,0,1
1439,480,94,4,2,1,0,1,0,1,0,1,1.19,0,1
1440,480,94,4,3,0,1,0,0,0,0,0,0,0,1
1441,481,94,5,1,0,0,0,1,-1,-1,-1,1.99,0,1
1442,481,94,5,2,0,0,-1,-1,-1,-1,-1,1.19,0,1
1443,481,94,5,3,1,1,0,0,0,0,0,0,0,1
1444,482,94,6,1,0,0,-1,-1,-1,1,0,1.99,0,1
1445,482,94,6,2,0,0,0,1,-1,1,0,1.49,0,1
1446,482,94,6,3,1,1,0,0,0,0,0,0,0,1
1447,483,94,7,1,1,0,0,1,1,-1,-1,0.99,0,1
1448,483,94,7,2,0,0,-1,-1,-1,1,0,0.89,0,1
1449,483,94,7,3,0,1,0,0,0,0,0,0,0,1
1450,484,94,8,1,1,0,0,1,1,0,1,0.99,0,1
1451,484,94,8,2,0,0,-1,-1,1,-1,-1,1.49,0,1
1452,484,94,8,3,0,1,0,0,0,0,0,0,0,1
1453,485,94,9,1,0,0,1,0,-1,0,1,1.99,0,1
1454,485,94,9,2,0,0,0,1,1,1,0,1.19,0,1
1455,485,94,9,3,1,1,0,0,0,0,0,0,0,1
1456,486,94,10,1,0,0,-1,-1,1,1,0,0.99,0,1
1457,486,94,10,2,0,0,0,1,-1,0,1,1.19,0,1
1458,486,94,10,3,1,1,0,0,0,0,0,0,0,1
1459,487,94,11,1,1,0,1,0,-1,-1,-1,0.89,0,1
1460,487,94,11,2,0,0,-1,-1,1,-1,-1,1.99,0,1
1461,487,94,11,3,0,1,0,0,0,0,0,0,0,1
1462,488,94,12,1,1,0,1,0,1,-1,-1,1.49,0,1
1463,488,94,12,2,0,0,0,1,-1,-1,-1,0.89,0,1
1464,488,94,12,3,0,1,0,0,0,0,0,0,0,1
1465,489,94,13,1,0,0,1,0,1,1,0,1.99,0,1
1466,489,94,13,2,1,0,-1,-1,-1,0,1,0.99,0,1
1467,489,94,13,3,0,1,0,0,0,0,0,0,0,1
1468,490,94,14,1,0,0,0,1,-1,1,0,1.49,0,1
1469,490,94,14,2,1,0,1,0,-1,-1,-1,0.99,0,1
1470,490,94,14,3,0,1,0,0,0,0,0,0,0,1
1471,491,95,1,1,1,0,1,0,1,-1,-1,1.19,0,0
1472,491,95,1,2,0,0,-1,-1,1,0,1,0.89,0,0
1473,491,95,1,3,0,1,0,0,0,0,0,0,0,0
1474,492,95,2,1,1,0,1,0,-1,0,1,1.49,0,0
1475,492,95,2,2,0,0,-1,-1,1,1,0,1.19,0,0
1476,492,95,2,3,0,1,0,0,0,0,0,0,0,0
1477,493,95,3,1,1,0,1,0,-1,0,1,1.99,0,0
1478,493,95,3,2,0,0,-1,-1,-1,-1,-1,0.99,0,0
1479,493,95,3,3,0,1,0,0,0,0,0,0,0,0
1480,494,95,4,1,0,0,0,1,-1,-1,-1,1.19,0,0
1481,494,95,4,2,0,0,-1,-1,1,1,0,1.49,0,0
1482,494,95,4,3,1,1,0,0,0,0,0,0,0,0
1483,495,95,5,1,0,0,-1,-1,-1,-1,-1,1.49,0,0
1484,495,95,5,2,0,0,0,1,1,-1,-1,1.99,0,0
1485,495,95,5,3,1,1,0,0,0,0,0,0,0,0
1486,496,95,6,1,0,0,0,1,-1,0,1,1.99,0,0
1487,496,95,6,2,1,0,1,0,-1,1,0,0.89,0,0
1488,496,95,6,3,0,1,0,0,0,0,0,0,0,0
1489,497,95,7,1,0,0,1,0,1,1,0,1.49,0,0
1490,497,95,7,2,0,0,0,1,-1,1,0,0.99,0,0
1491,497,95,7,3,1,1,0,0,0,0,0,0,0,0
1492,498,95,8,1,0,0,1,0,1,-1,-1,1.99,0,0
1493,498,95,8,2,0,0,0,1,-1,-1,-1,0.89,0,0
1494,498,95,8,3,1,1,0,0,0,0,0,0,0,0
1495,499,95,9,1,0,0,1,0,-1,1,0,1.19,0,0
1496,499,95,9,2,0,0,-1,-1,-1,1,0,1.99,0,0
1497,499,95,9,3,1,1,0,0,0,0,0,0,0,0
1498,500,95,10,1,0,0,0,1,1,0,1,1.19,0,0
1499,500,95,10,2,1,0,1,0,1,-1,-1,0.89,0,0
1500,500,95,10,3,0,1,0,0,0,0,0,0,0,0
1501,501,95,11,1,0,0,-1,-1,-1,0,1,1.19,0,0
1502,501,95,11,2,0,0,0,1,1,1,0,0.99,0,0
1503,501,95,11,3,1,1,0,0,0,0,0,0,0,0
1504,502,95,12,1,0,0,0,1,-1,1,0,0.89,0,0
1505,502,95,12,2,0,0,-1,-1,1,1,0,1.99,0,0
1506,502,95,12,3,1,1,0,0,0,0,0,0,0,0
1507,503,95,13,1,0,0,0,1,1,0,1,1.49,0,0
1508,503,95,13,2,0,0,-1,-1,-1,-1,-1,0.99,0,0
1509,503,95,13,3,1,1,0,0,0,0,0,0,0,0
1510,504,95,14,1,0,0,-1,-1,1,0,1,0.89,0,0
1511,504,95,14,2,1,0,1,0,1,0,1,0.99,0,0
1512,504,95,14,3,0,1,0,0,0,0,0,0,0,0
1513,505,96,1,1,0,0,0,1,-1,-1,-1,1.49,0,1
1514,505,96,1,2,1,0,1,0,1,0,1,1.19,0,1
1515,505,96,1,3,0,1,0,0,0,0,0,0,0,1
1516,506,96,2,1,0,0,0,1,1,1,0,1.99,0,1
1517,506,96,2,2,1,0,1,0,-1,0,1,1.49,0,1
1518,506,96,2,3,0,1,0,0,0,0,0,0,0,1
1519,507,96,3,1,0,0,0,1,-1,1,0,0.89,0,1
1520,507,96,3,2,0,0,-1,-1,1,0,1,1.99,0,1
1521,507,96,3,3,1,1,0,0,0,0,0,0,0,1
1522,508,96,4,1,1,0,0,1,1,0,1,0.99,0,1
1523,508,96,4,2,0,0,-1,-1,-1,0,1,1.49,0,1
1524,508,96,4,3,0,1,0,0,0,0,0,0,0,1
1525,509,96,5,1,0,0,1,0,-1,-1,-1,1.99,0,1
1526,509,96,5,2,0,0,-1,-1,-1,-1,-1,0.99,0,1
1527,509,96,5,3,1,1,0,0,0,0,0,0,0,1
1528,510,96,6,1,0,0,1,0,1,1,0,1.49,0,1
1529,510,96,6,2,0,0,0,1,1,1,0,1.19,0,1
1530,510,96,6,3,1,1,0,0,0,0,0,0,0,1
1531,511,96,7,1,0,0,1,0,-1,1,0,0.89,0,1
1532,511,96,7,2,1,0,-1,-1,1,1,0,0.99,0,1
1533,511,96,7,3,0,1,0,0,0,0,0,0,0,1
1534,512,96,8,1,0,0,0,1,1,-1,-1,1.49,0,1
1535,512,96,8,2,1,0,-1,-1,1,-1,-1,0.89,0,1
1536,512,96,8,3,0,1,0,0,0,0,0,0,0,1
1537,513,96,9,1,0,0,-1,-1,-1,-1,-1,1.19,0,1
1538,513,96,9,2,0,0,1,0,-1,1,0,0.99,0,1
1539,513,96,9,3,1,1,0,0,0,0,0,0,0,1
1540,514,96,10,1,0,0,-1,-1,1,1,0,1.49,0,1
1541,514,96,10,2,0,0,0,1,-1,0,1,1.19,0,1
1542,514,96,10,3,1,1,0,0,0,0,0,0,0,1
1543,515,96,11,1,0,0,-1,-1,1,-1,-1,0.89,0,1
1544,515,96,11,2,1,0,1,0,1,-1,-1,0.99,0,1
1545,515,96,11,3,0,1,0,0,0,0,0,0,0,1
1546,516,96,12,1,0,0,-1,-1,-1,0,1,1.99,0,1
1547,516,96,12,2,1,0,1,0,1,-1,-1,1.19,0,1
1548,516,96,12,3,0,1,0,0,0,0,0,0,0,1
1549,517,96,13,1,1,0,1,0,1,0,1,0.89,0,1
1550,517,96,13,2,0,0,0,1,-1,-1,-1,1.99,0,1
1551,517,96,13,3,0,1,0,0,0,0,0,0,0,1
1552,518,96,14,1,0,0,-1,-1,-1,1,0,1.19,0,1
1553,518,96,14,2,0,0,0,1,-1,0,1,0.99,0,1
1554,518,96,14,3,1,1,0,0,0,0,0,0,0,1
1555,519,99,1,1,0,0,1,0,-1,0,1,1.49,1,0
1556,519,99,1,2,1,0,-1,-1,-1,1,0,1.99,1,0
1557,519,99,1,3,0,1,0,0,0,0,0,0,1,0
1558,520,99,2,1,1,0,0,1,1,0,1,1.19,1,0
1559,520,99,2,2,0,0,-1,-1,-1,0,1,0.89,1,0
1560,520,99,2,3,0,1,0,0,0,0,0,0,1,0
1561,521,99,3,1,1,0,-1,-1,1,-1,-1,1.49,1,0
1562,521,99,3,2,0,0,1,0,1,-1,-1,1.99,1,0
1563,521,99,3,3,0,1,0,0,0,0,0,0,1,0
1564,522,99,4,1,0,0,-1,-1,-1,-1,-1,1.19,1,0
1565,522,99,4,2,1,0,0,1,1,1,0,1.49,1,0
1566,522,99,4,3,0,1,0,0,0,0,0,0,1,0
1567,523,99,5,1,0,0,-1,-1,-1,0,1,1.49,1,0
1568,523,99,5,2,0,0,0,1,1,0,1,1.99,1,0
1569,523,99,5,3,1,1,0,0,0,0,0,0,1,0
1570,524,99,6,1,0,0,0,1,1,-1,-1,0.89,1,0
1571,524,99,6,2,1,0,1,0,1,1,0,0.99,1,0
1572,524,99,6,3,0,1,0,0,0,0,0,0,1,0
1573,525,99,7,1,1,0,-1,-1,-1,1,0,0.99,1,0
1574,525,99,7,2,0,0,1,0,1,1,0,1.19,1,0
1575,525,99,7,3,0,1,0,0,0,0,0,0,1,0
1576,526,99,8,1,0,0,-1,-1,1,-1,-1,0.99,1,0
1577,526,99,8,2,1,0,1,0,-1,1,0,0.89,1,0
1578,526,99,8,3,0,1,0,0,0,0,0,0,1,0
1579,527,99,9,1,0,0,-1,-1,1,0,1,0.89,1,0
1580,527,99,9,2,1,0,0,1,-1,1,0,1.99,1,0
1581,527,99,9,3,0,1,0,0,0,0,0,0,1,0
1582,528,99,10,1,0,0,0,1,-1,-1,-1,0.99,1,0
1583,528,99,10,2,0,0,1,0,-1,-1,-1,1.49,1,0
1584,528,99,10,3,1,1,0,0,0,0,0,0,1,0
1585,529,99,11,1,0,0,1,0,1,0,1,0.99,1,0
1586,529,99,11,2,0,0,-1,-1,1,-1,-1,1.99,1,0
1587,529,99,11,3,1,1,0,0,0,0,0,0,1,0
1588,530,99,12,1,1,0,0,1,1,1,0,1.49,1,0
1589,530,99,12,2,0,0,1,0,-1,0,1,1.99,1,0
1590,530,99,12,3,0,1,0,0,0,0,0,0,1,0
1591,531,99,13,1,1,0,-1,-1,1,1,0,1.19,1,0
1592,531,99,13,2,0,0,0,1,-1,0,1,0.99,1,0
1593,531,99,13,3,0,1,0,0,0,0,0,0,1,0
1594,532,99,14,1,0,0,1,0,-1,-1,-1,0.89,1,0
1595,532,99,14,2,0,0,0,1,-1,-1,-1,1.19,1,0
1596,532,99,14,3,1,1,0,0,0,0,0,0,1,0
1597,533,104,1,1,1,0,-1,-1,-1,-1,-1,0.99,0,0
1598,533,104,1,2,0,0,0,1,1,0,1,1.99,0,0
1599,533,104,1,3,0,1,0,0,0,0,0,0,0,0
1600,534,104,2,1,1,0,-1,-1,1,-1,-1,1.99,0,0
1601,534,104,2,2,0,0,0,1,1,0,1,1.49,0,0
1602,534,104,2,3,0,1,0,0,0,0,0,0,0,0
1603,535,104,3,1,0,0,1,0,-1,-1,-1,1.49,0,0
1604,535,104,3,2,1,0,0,1,1,1,0,1.19,0,0
1605,535,104,3,3,0,1,0,0,0,0,0,0,0,0
1606,536,104,4,1,0,0,0,1,-1,1,0,0.99,0,0
1607,536,104,4,2,1,0,-1,-1,-1,1,0,0.89,0,0
1608,536,104,4,3,0,1,0,0,0,0,0,0,0,0
1609,537,104,5,1,0,0,1,0,1,0,1,0.99,0,0
1610,537,104,5,2,1,0,0,1,1,1,0,1.49,0,0
1611,537,104,5,3,0,1,0,0,0,0,0,0,0,0
1612,538,104,6,1,1,0,0,1,-1,1,0,0.89,0,0
1613,538,104,6,2,0,0,1,0,1,0,1,1.19,0,0
1614,538,104,6,3,0,1,0,0,0,0,0,0,0,0
1615,539,104,7,1,0,0,0,1,-1,-1,-1,0.99,0,0
1616,539,104,7,2,1,0,1,0,1,-1,-1,0.89,0,0
1617,539,104,7,3,0,1,0,0,0,0,0,0,0,0
1618,540,104,8,1,0,0,1,0,-1,0,1,1.49,0,0
1619,540,104,8,2,0,0,-1,-1,-1,0,1,0.89,0,0
1620,540,104,8,3,1,1,0,0,0,0,0,0,0,0
1621,541,104,9,1,1,0,-1,-1,1,1,0,1.99,0,0
1622,541,104,9,2,0,0,0,1,1,-1,-1,0.89,0,0
1623,541,104,9,3,0,1,0,0,0,0,0,0,0,0
1624,542,104,10,1,1,0,1,0,-1,1,0,1.19,0,0
1625,542,104,10,2,0,0,-1,-1,1,0,1,0.99,0,0
1626,542,104,10,3,0,1,0,0,0,0,0,0,0,0
1627,543,104,11,1,1,0,1,0,1,1,0,0.99,0,0
1628,543,104,11,2,0,0,0,1,-1,-1,-1,1.19,0,0
1629,543,104,11,3,0,1,0,0,0,0,0,0,0,0
1630,544,104,12,1,1,0,-1,-1,1,1,0,1.49,0,0
1631,544,104,12,2,0,0,1,0,-1,1,0,1.99,0,0
1632,544,104,12,3,0,1,0,0,0,0,0,0,0,0
1633,545,104,13,1,0,0,0,1,-1,0,1,1.99,0,0
1634,545,104,13,2,0,0,-1,-1,-1,0,1,1.19,0,0
1635,545,104,13,3,1,1,0,0,0,0,0,0,0,0
1636,546,104,14,1,1,0,-1,-1,1,-1,-1,1.19,0,0
1637,546,104,14,2,0,0,1,0,-1,-1,-1,1.99,0,0
1638,546,104,14,3,0,1,0,0,0,0,0,0,0,0
1639,547,106,1,1,1,0,0,1,1,1,0,0.99,1,0
1640,547,106,1,2,0,0,1,0,1,1,0,0.89,1,0
1641,547,106,1,3,0,1,0,0,0,0,0,0,1,0
1642,548,106,2,1,1,0,-1,-1,-1,-1,-1,1.99,1,0
1643,548,106,2,2,0,0,0,1,-1,1,0,1.19,1,0
1644,548,106,2,3,0,1,0,0,0,0,0,0,1,0
1645,549,106,3,1,0,0,1,0,1,-1,-1,1.99,1,0
1646,549,106,3,2,1,0,-1,-1,-1,0,1,0.99,1,0
1647,549,106,3,3,0,1,0,0,0,0,0,0,1,0
1648,550,106,4,1,1,0,0,1,-1,-1,-1,0.89,1,0
1649,550,106,4,2,0,0,1,0,-1,-1,-1,1.49,1,0
1650,550,106,4,3,0,1,0,0,0,0,0,0,1,0
1651,551,106,5,1,1,0,0,1,-1,0,1,0.89,1,0
1652,551,106,5,2,0,0,-1,-1,1,0,1,1.99,1,0
1653,551,106,5,3,0,1,0,0,0,0,0,0,1,0
1654,552,106,6,1,1,0,-1,-1,-1,1,0,1.49,1,0
1655,552,106,6,2,0,0,1,0,1,0,1,0.99,1,0
1656,552,106,6,3,0,1,0,0,0,0,0,0,1,0
1657,553,106,7,1,0,0,0,1,1,-1,-1,1.19,1,0
1658,553,106,7,2,1,0,-1,-1,-1,1,0,0.89,1,0
1659,553,106,7,3,0,1,0,0,0,0,0,0,1,0
1660,554,106,8,1,0,0,0,1,-1,0,1,1.99,1,0
1661,554,106,8,2,1,0,1,0,-1,0,1,1.19,1,0
1662,554,106,8,3,0,1,0,0,0,0,0,0,1,0
1663,555,106,9,1,1,0,-1,-1,1,0,1,1.19,1,0
1664,555,106,9,2,0,0,0,1,-1,-1,-1,1.49,1,0
1665,555,106,9,3,0,1,0,0,0,0,0,0,1,0
1666,556,106,10,1,1,0,1,0,1,-1,-1,0.89,1,0
1667,556,106,10,2,0,0,0,1,1,-1,-1,0.99,1,0
1668,556,106,10,3,0,1,0,0,0,0,0,0,1,0
